F_UserName,User_nIdx,F_Comment,Comment_nIdx
为了你游单独注册的,2707,不管咋样还是很期待的！,1435
哦呵呵呵呵呵呵呵呵呵哈,1951,    万一能中呢,1436
saber26241,1531,顺便国际服跟国服同步开服，外国玩家评论一片友好，一个喷子都没,1437
Ars_陌小离,837,emmmm怎么说呢，这PV看下来有新意的地方还是有的，不过这草和燃烧和塞尔达可真是一模一样…而且很多地方也借鉴了龙之谷的元素，这俩游戏我都玩过，而且都是我非常喜欢的，如果真能做好做精那我果断玩爆，如果又是个氪金游戏那再见抄袭死妈。（就不圈好友了，并不想抽这个奖）,1438
inheritor0V523,2147,  一起来玩啊[笑而不语],1439
inheritor0V523,2147,  一起来玩啊[笑而不语],1440
龍霸宇内,1122,啊啊啊，好期待啊，超喜欢这种类型的游戏[微笑],1441
当艾来敲门,160,呵呵，前有大厂的风云岛行动，后有米哈游天下第一的原神，难怪国产游戏一直这么畸形难以发展。米哈游牛逼啊！,1442
背着吉他的猫6,1322,  期待期待,1443
摸鱼大赛16号选手,826,像龙之谷的地方也很多啊……（）开始有风车的地方像普雷利镇，后面有女神像的地方不是神圣天堂吗（）女神手中就差捧个球了（。 后面弓箭手的技能有一个不就是箭神的箭雨吗（愣住,1444
十代喜欢MEIDY,591,真是恶心 本来觉得人设不错 但这太不要脸了,1445
Silence214ce,2433,  转发微博,1446
Chrysalis7,1432,让爷恶心,1447
昵晤,2414,  [doge],1448
好大的一块豆腐,262,我要ps4  ,1449
邪道专家,201,安排上了[嘻嘻],1450
南周333,799,  ,1451
cc陌若晨曦,1774,  感觉就是抽奖来的,1452
零渊无渊愿,2232,又是照着抄，一堆人云都没云过塞尔达还出来洗，真的让人尴尬，pv里把能抄的都抄了个遍，还洗呢，你能举出这么多相似点的游戏?米哈游这是败自己名声来宣传的吧，碰瓷营销?,1453
好的收到嗯嗯,393,啊，新的一年，新的抽ps4  ,1454
五月景明,571,你们要不要脸？当国内手游玩家没人玩旷野之息？他妈的地图照搬世界观抄袭 pv都要照着做 开头都想不出个新的也他妈要“醒一醒” 管你炒作碰瓷还是照搬抄袭 贵公司还是死妈吧,1455
江边沼泽害死村民,1679,就是故意碰瓷炒作，一群铁憨憨还上钩,1456
南十字星MX,35,  最希望的是测试资格,1457
瑾瑶慕暖弦,2057,所以这游戏到底是单机还是网游啊，pv都没有看到是组队打怪都是一个人，如果是单机像崩坏3那样的组队形式那就没意思了告辞。,1458
芋头夹有幸福,2571,[心][爱你]期待   ,1459
荒城之歌,1205,  ,1460
程嗨呀,1773,这既视感[费解],1461
怪凉,2083,  [爱你][爱你][爱你],1462
Ning某,120,  ,1463
采薇南栅,1312,米和油其实一直扮演吃螃蟹的人呀 从崩崩开始到崩崩崩 再到准备出的原神 抄袭也好借鉴也好 米和油做出了这一步 而国内其他人没敢做 崩崩和崩崩崩在同类型下目前国内依旧没有超过这两款游戏的吧[鼓掌],1464
好名子都被别人起了,477,  (◍ ´꒳` ◍),1465
Tusmuto,56,[心][爱你]   ,1466
圆文奇,900,  [ok],1467
菠萝AiMiya,975,  米忽悠牛逼！  怒草大伟哥！,1468
在摩洛哥寻找乔治微微,2160,  ,1469
LANK琅,1650,脸呢？我小时候觉得国产游戏整体素质被你们拉高了真是不懂事，对不住[太开心],1470
宝珠rura驻微博大使,1135,米忽悠还是强,1471
祥拓艺,2096,我有点怕，说真的,1472
也就那样丶丶,1103,前人经典案例：某手游(海…)抄袭 赔了300万后 继续靠着盗版手游挣钱…脸都不要了[怒],1473
RJ7欣,311,其实像不像塞尔达也可以搁置，先思考一个问题，就问一下，为啥国内游戏都是在国外游戏火了之后才出有相似点的游戏，怎么不是国内游戏先出来？要是这游戏2017年出，塞尔达今年出，我一定说任天堂抄袭国游……,1474
WimJimLeung,292,很酷酷哦  ,1475
丨Sakurain丨,1964,好玩我就买单。,1476
Eerikkk,1287, ,1477
又来绑架小猫辣,1143,哇这个塞尔达美化mod哪里下呀[大拇指],1478
道途老皮,2613,给陈老师打call,1479
飛行士葉,949,这个pv是故意炒热度的吧[吃瓜],1480
TioP缇欧,1965,原神电脑版网页开始抄袭最终幻想bgm水晶序曲 石锤 麻烦看到的去听一下 顺便顶一下 是记住电脑版网站进去桌上的水晶不要点 20s开始完全抄袭,1481
Tom同学哈哈哈,168,  ,1482
Accelerator40891,2053,想中个奖，不知道有机会吗，支持米哈游,1483
Kio_ka,2311,好好做啊，taptap还是有不少人看好你的。别打脸啊。微博牛鬼蛇神太多了，先溜了。,1484
仏师runhuayoyo,808,[憧憬]见到有人说分镜演出都是抄袭，那我是不是可以期待一个对比视频了？,1485
姓是水也啊,1728,  想要ps4和游戏资格,1486
幸运的滕蔓,1095,作死模式开启[摊手],1487
ablettshb,189,[围观][喵喵],1488
老岳岳-,2140,  你的塞尔达[微笑],1489
蓝白aozame,1584,至少做出了个像样的东西，如果是单机，有完整的剧情的话，我还是可以接受的[允悲]毕竟没有希望就没有失望,1490
青橘子夕颜,2174,  期待啊  超喜欢的呀,1491
29是不是十八,911,  [憧憬],1492
九十五是我,627,  ,1493
朗伯定律,2102,  土拨鼠尖叫.GIF 啊啊啊啊啊啊,1494
丨Mush丨,749,碰你妈的瓷。,1495
XxMaRuXxpiao,922,我们崩崩崩充那么多钱可不是为了看你再出一款抄袭游戏来恶心玩家的,1496
方山莫奈,1000,ps4我就笑纳了[doge]  ,1497
neko君,276,  虽然你是机器人 也康康？,1498
饼哥萌点偏,345,我也是感觉中间那段贼像重力异想世界[二哈],1499
-AirJun-,1164,  [并不简单],1500
暴躁三水喵喵喵,1677,  摸兔兔加buff涨欧气！嘤！,1501
BeeeHumble,1139,这模仿的过度了吧[费解][费解],1502
肉包猫-Gravity5,994,感觉很棒。想尝试一下。  ,1503
早睡早起桑,322,[二哈]辣鸡米哈游，俺要给你好好去“安利”别人,1504
万能播放z,2427,哈哈哈哈哈哈,1505
笑宝宝是个好姑娘,2706,[爱你] ,1506
早睡早起桑,322,要脸么[费解]换皮塞尔达？？,1507
白十GG,1410,好好的崩坏不做 改做这么整 为啥要跑偏呢？,1508
Sook_21,1178,真是想笑有些人说游戏还没出呢小心被打脸我们说的是pv好吗pv[微笑]谁说游戏了？？？,1509
ScarDemon,1230,  等一个ps4pro（你在想屁吃 ）,1510
优烈的小窝,1575,希望能够有趣叭[doge] ,1511
我爱宝宝呀2019,2704,支持 ,1512
Sook_21,1178,恶意碰瓷塞尔达提高知名度反正游戏出了我也不会玩谁爱玩谁玩呵呵呵[思考],1513
夜歌-Leiko,206,大哥，要点脸,1514
Catnip蔡大喵,821,  虽然欣赏不来这种文化，但玩还是要玩的[doge],1515
Mango_runruna869,2705,[喵喵][喵喵][喵喵] ,1516
__完形填空,2250,  陈老师赛高！！！！,1517
一帆风顺我爱你2019,2703,支持[喵喵] ,1518
一只熊诶,468,为了赚钱脸都不要了？？这他妈跟旷野之息有什么区别？,1519
一个爪爪,1377,抽ps4干嘛？一等奖抽一个switch多好[嘻嘻],1520
一气呵诚,921,  [喵喵][喵喵],1521
无双的cake,2164,盖楼,1522
千年梦寻客,588,  ,1523
Kio_ka,2311,反正怎么样吧，只要你游戏水平能达到pv那样，PS4一次性付费我就买爆。,1524
镰舞死神,118,   ,1525
来自榆次的白先生,2612,想要[二哈] ,1526
凛_水无月,358,  ,1527
子路我擦勒,483,  ,1528
王者战魂5不屈,263,虽然我不知道这个游戏和哪款游戏一样，虽然我还没看视频。但我知道你们就是彻彻底底的抄袭[doge]你们总归是抄袭了什么的，只不过的只不过我还不知道而已[二哈]该骂，骂死你们。等游戏出来通知我就好了。哈？你们说我为啥玩？拜托，老子是玩家不是正义使者，老子只管游戏好不好玩，维权是企业和政府的事,1529
true-lcy,275,  ,1530
绝世好剑无双枪,1346,  像不像,1531
Bladerunner_07,430,  ,1532
鬼跪鬼鬼,1446,期待，期待,1533
鬼跪鬼鬼,1446,期待,1534
爵士天神老布,2236,再抄nm今晚必死,1535
老婆是包纸,613,  ,1536
乔乔的麋鹿,2218,故意制造黑料——吸引热度——知名度增加——话题流量上涨——带动实际利益获得——过段时间风波下降——吃瓜群众离开——键盘侠们寻找下一个目标——留下核心粉丝(人傻钱多无脑户主)——留下大众知名度——稳赚不赔[doge][doge][doge][doge],1537
V制式量产型萌新,1595,    测试资格，请|･_･`),1538
犯二青年19,1194,我还蛮期待的[憧憬][爱你],1539
作者笔落方休,2712,      呃好啊，一起预约，谁中预约号，谁是狗,1540
凉粱,391,   emmmmmmm,1541
桐谷和人39467,1995,算是六年多米哈游游戏的老玩家了吧……真不想看到贵公司因为宣传片太过于相似某尔达被起诉……感觉还是改一下为好……,1542
乔乔的麋鹿,2218,说在玩法和美术上抄袭塞尔达的话就真的是太抬举他们了[doge],1543
理直气壮的观察员,1656,没出来之前不多评价，只是键盘侠下嘴轻点，万一打脸,1544
杍翛,2265,我想要资格,1545
丹田sama,1824,  冲,1546
作者笔落方休,2712,原神开测了，一起搞起,1547
风之鱼丸,542,求登陆NS[doge],1548
吐槽套,232,  我不管！我要玩！,1549
王小花喵喵咪,390,选我选我！,1550
宵弥s,1228,等个实机视频在说其他的,1551
关山月渡水载木,1077,  抽不到的,1552
驯规捣矩,777,  ,1553
騒乖可爱宝贝络,1876,  ,1554
我傻了丶真的,908, ,1555
Davidtheotaku,471,这跟萨尔达也太像了吧,1556
红火恍恍呼呼,2495,不愧是米哈游！狗改不了吃屎啊,1557
no-sleep-club,1642,   支持一波,1558
UltraUHS,1155,试试欧气  ,1559
当当喜欢麦当当,2375,  在？实名制想要资格,1560
tk4830792,1026,现在才刚刚放出PV，实际效果还要等明年春再说了，但是到时候肯定一大群真香警告。虽然和某些游戏很像，但实际操作效果，反馈等等一系列问题还是等有体验再评价吧。就像最近的某捉妖，那进化，那捉宠方式，还不是有很多人在玩。,1561
凉透呢啊,1792,哎呀,1562
DEV-7,34,如果真的有能力做成这样，自己搞原创不好么？,1563
Sun_Has_Sunny,26,iOS啥时候出啊,1564
几近期待,1109,要脸,1565
月影星河Qaq,1870,抄袭必死嗷,1566
全洲华love,619,  ,1567
pigpigpigoink,1588,反正就是为了热度咯[嘻嘻][嘻嘻],1568
_ThatXX,564,真香警告[警告],1569
桜歌花舞,1778,emmm以前老米小的时候崩二超喜欢的，题材很好玩法也很有意思，怎么现在公司大了搞的一点新意没有了,1570
tk4830792,1026,其实刚出三崩子看B站一个视频的时候，我就调侃式的发了一条弹幕，原话忘记了，但是大概意思是：现在手游崩3都这画质了，以后要是再出新游怕不是要出PC端的游戏哦。当时一句戏言，如今即将成真啊！,1571
讨人嫌的小白,2181,啊啊啊许愿资格！！！！,1572
微笑着守望,1884,期待测试后把这些人脸打肿！,1573
天意城神童江瑜,1796, ,1574
宅车,336,  在？康康崩坏4,1575
桜歌花舞,1778,封面的水晶序曲还真好听哦.,1576
阿塔尼斯的灵能利刃,2691,    冲冲冲啊,1577
子瑜大大啊,2124,家里人和抄袭你们选择了后者[怒][怒],1578
unscs1337,103,那个怎么说呢原本大家都不知道的时候我还蛮期待这个游戏的，但是这个pv3看的我是越来越心凉，你们策划为什么都要找这种人呢，普通点不好吗？,1579
幻有梦现_,928,炒鸡想玩，求你辽,1580
禹声魅夜,709,666 ,1581
禹声魅夜,709,  ,1582
绎紫洛英,1152,喂了一大口屎[黑线],1583
为什么不能叫大鬼呢,2361,非常期待希望可以拿到测试资格,1584
灬浩晖晖晖晖晖晖,456,  嗯？？？[doge],1585
历史是黑暗的,1140,呵呵  ,1586
qwegni,1440,  看看人品,1587
only_5,40,  抄又怎样，我想玩啦！！,1588
unscs1337,103,以前只是玩崩坏系列的在讨论比如这个世界是不是崩坏末日后的千年什么的，现在好像，他们在说什么呀。。。,1589
碎碎念念的时空机器,855,这颗球是直球啊……,1590
米丸miv,2175,  来康康[二哈][二哈],1591
奥斯特洛夫斯渣,284,   ,1592
gakki之夫,1763,  快来看看这不要face的呀,1593
长的老怪我喽,1806,希望不要又肝又氪  ,1594
废柴阿潜,478,  yoyo的公司出林克惹,1595
XNBY_墨白,2576,其他我不管，但这有男人，怎么能行呢，嗯哼(￣∀￣),1596
鹤顶孔雀胆,2462,呜，只要有测试资格就开心炸了……,1597
_阿楠_,431,  感觉不错，期待一下,1598
Superboy_zxw,1982,  [兔子],1599
willuon,1662,  ,1600
CeeoF,858,    [吃瓜][吃瓜],1601
灯若眠,1368,  你懂的,1602
碱性胶囊,1485,  在？为什么不出来对线,1603
北冥有鱼曰咸鱼,1661,在？为什么官网bgm的钢琴声这么像水晶序曲？,1604
有圈的9,1519,看过pv之后各种设定估计已经定下来了，尽管很像但是实现这种功能第一反应大概也是这种方式，至少后续pv给点能让人眼前一亮不一样的特点看看。,1605
我可是会打响指的,2346,  来一起打圆神吧,1606
碱性胶囊,1485,  怎么还在忙着洗地吗[疑问],1607
RJ7欣,311,似李，塞尔达！,1608
利欧路Riolu,2031,直接照搬，真的牛批,1609
黑云母wizone,428,网友被钓鱼好像还觉得自己很聪明一样。是个3d卡通动作游戏都能剪出个看起来像野吹的pv。想玩就买，不想就冷处理，少说壁画才是真正的核心玩者。,1610
七夜菌绝赞社畜中,188, ,1611
是听听阿,526,  ,1612
糊涂玖,2231,  抽一下,1613
好吧谁想试试,1998,中国玩家版权意识跟上了，法律知识却没跟上哎[doge]。这样还不如版权意识跟不上，起码不会被垄断资本方当枪使还自以为正义的化身。 顺便一提，我已经看到几个一边喊抄袭，一边转发求测试资格的屑了,1614
预知子Yochiko-,590,说建模没抄的，海拉鲁城堡和pv里的城堡也太像了8[失望],1615
333Repeat,144,  ,1616
仙霞派代表,402, ,1617
丿丶面,414,原本对手游方面没什么兴趣，看了这个感觉质量超乎手游印象，上架PC很不错。   ,1618
猫喜欢布丽吉塔,1775,  暗示我马上拥有ps4了[二哈],1619
落秋禾杊,396,  [doge][二哈]“崩坏4”,1620
葬剑亡谷,2622, ,1621
周一情侣是真爱,1848,脸皮堪比城墙[微笑],1622
观山望岳行寰宇,1149,牛批嗷，你祖上三代就是日本天皇座下的拷贝忍者？,1623
迷之奇诺比奥,1073,期待一下吧,1624
lzcxhxhxh,1376,你们自己就不知道自己这样抄会把自己名声搞臭？就算知道却还是这样做了？心里有点b数可以吗？国内游戏的名声就是被你们这种（省略星号两个）搞臭的[微笑],1625
iAu-Huu,820,  来抽,1626
骆尽晚与舟,568,  还好有pc,1627
大头_红警13,494,   ,1628
CyyyyyC233,493,  肯定是我的,1629
碱性胶囊,1485,  别吵[嘻嘻]忙着给你妈验尸呢,1630
一绪临,961, ,1631
佑佑佑佑思远,574,  [酸][酸],1632
尘世间见,455,坐看最后是翻车还是真香,1633
-吸魂鬼-,1411,呕呕呕呕,1634
Oscar有了奥斯卡,235,    拉低中奖率,1635
某中二小鹿不吃葱喵喵,248,  ,1636
丿醉影78765,2469,原神策划:计划通[二哈],1637
uwu老大哥,857,牛逼啊指的奖品[笑而不语]  ,1638
十余百里,800,  建议起诉[费解]这都不叫相似，这叫完全一致,1639
让我睡吧我真的睡不够,2039,继续抄，您继续,1640
uwu老大哥,857,牛逼啊，指的奖品[笑而不语],1641
幻痛sama,562,别抄了，别抄了，要不你少抄点也行[生病],1642
小羊小羊_sss,2098,终于可以在手机上玩塞尔达了,1643
桂陵君,459,  [喵喵][喵喵][喵喵],1644
疯人印象,673,  [doge],1645
黎明安好,940,  一起来中奖吧！！,1646
上天入地大头怪,791,给爷整笑了  ,1647
破鱼PoYuu,2007,啊我死了[二哈][二哈],1648
古斯特人,830,先期待一波,1649
花落潮鸣,377,  快来抽,1650
click或ph,1467,狗嘴里吐不出象牙，就你这公司也想点燃动作游戏之魂？,1651
SG-KFC,1015,   诗歌快上！,1652
HIROsss,2315,  期待啊,1653
双侠之一的陆小酒,788,这tm也太像了吧...真的不会被任天堂告吗...,1654
天雷牙皇,958,[二哈]是你塞尔达,1655
